seed,opponent,seat,step,day,hour,available_workers,opening_cash,closing_cash,actions:WEST,NW:empty,shed:WHEAT,shed:CARROT,shed:TOMATO,shed:STRAWBERRY,shed:MELON,shed:EGG,shed:MILK,shed:WOOL,shed:FERTILIZER,shed:GOOSE,shed:COW,shed:SHEEP,actions:BUILD_PASTURE,actions:NORTH,actions:EAST,NW:other:PASTURE,actions:PICKUP,actions:SOUTH,actions:PLANT,carried:COW,actions:PLACE,actions:WATER,NW:crop:WHEAT,NW:yield_present:WHEAT,NW:yield_units:WHEAT,NW:unwatered,NW:animal:COW,NW:unfed,NW:crop:MELON,NW:yield_present:MELON,NW:yield_units:MELON,carried:WHEAT,actions:CARE,actions:FEED,actions:PASS,actions:COLLECT_FERTILIZER,carried:FERTILIZER,NW:mature:WHEAT,NW:mature_units:WHEAT,NW:crop:TOMATO,actions:HARVEST,NE:empty,NE:crop:CARROT,NE:yield_present:CARROT,NE:yield_units:CARROT,NE:unwatered,NE:crop:TOMATO,NE:crop:WHEAT,NE:yield_present:WHEAT,NE:yield_units:WHEAT,NE:crop:STRAWBERRY,NE:mature:WHEAT,NE:mature_units:WHEAT,NE:mature:CARROT,NE:mature_units:CARROT,carried:MILK,carried:CARROT,NE:other:PASTURE,carried:SHEEP,NW:mature:MELON,NW:mature_units:MELON,carried:MELON,NW:crop:CARROT,NW:yield_present:CARROT,NW:yield_units:CARROT,actions:FERTILIZE,NW:animal:SHEEP,NW:yield_present:TOMATO,NW:yield_units:TOMATO,NW:mature:TOMATO,NW:mature_units:TOMATO,NE:animal:SHEEP,NE:unfed,NE:animal:COW,NW:mature:CARROT,NW:mature_units:CARROT,NW:crop:STRAWBERRY,carried:TOMATO,NE:yield_present:TOMATO,NE:yield_units:TOMATO,NE:mature:TOMATO,NE:mature_units:TOMATO,NE:crop:MELON,NE:yield_present:MELON,NE:yield_units:MELON,NW:other:WEED,actions:DIG,NE:yield_present:STRAWBERRY,NE:yield_units:STRAWBERRY,NE:mature:STRAWBERRY,NE:mature_units:STRAWBERRY,carried:STRAWBERRY,carried:WOOL,NE:other:WEED,NW:yield_present:STRAWBERRY,NW:yield_units:STRAWBERRY,NW:mature:STRAWBERRY,NW:mature_units:STRAWBERRY,NE:mature:MELON,NE:mature_units:MELON,actions:DROP
96401,full_production_agent,1,545,22,17,13,44400.0,44400.0,4,1,44,0,0,0,0,0,0,0,0,0,0,0,,1,1,,,5,,,,,10,10,18,10,4,2,3,3,6,13,,1,,,14,5,13,,,,,,,3,,9,9,21,12,7,19,,,5,,,,,,,2,2,2,1,3,,,,,3,3,1,,,2,,,,,,,,,,,4,4,4,4,4,8,,1,2,1,2,,,
96401,full_production_agent,1,546,22,18,13,44400.0,44400.0,5,1,44,0,0,0,0,0,0,0,0,0,0,0,,1,1,,,6,,,,,10,10,18,10,4,2,3,3,6,12,,,,,13,5,13,,,,,,,3,,9,9,21,12,7,19,,,5,,,,,,,2,2,2,,3,,,,,3,2,1,,,2,,,,,,,,,,,4,4,4,4,4,8,,1,2,1,2,,,
96401,full_production_agent,1,547,22,19,13,44400.0,44400.0,2,1,44,0,0,0,0,0,0,0,0,0,0,0,,1,2,,,5,,,,2,10,10,18,10,4,2,3,3,6,12,,1,,,13,5,13,,,,,,,3,,9,9,21,12,7,19,,,5,,,,,,,2,2,2,,3,,,,,3,2,1,,,2,,,,,,,,,,,4,4,4,4,4,8,,1,2,1,2,,,
96401,full_production_agent,1,548,22,20,13,44400.0,44400.0,2,1,44,0,0,0,0,0,0,0,0,0,0,0,,3,2,,,3,,,,1,10,10,18,8,4,2,3,3,6,11,,1,,,13,5,13,,1,,,,,3,,9,9,21,12,7,19,,,5,,,,,,,2,2,2,,3,,,,,3,1,1,,,2,,,,,,,,,,,4,4,4,4,4,8,,1,2,1,2,,,
96401,full_production_agent,1,549,22,21,13,44400.0,44400.0,2,1,44,0,0,0,0,0,0,0,0,0,0,0,,2,2,,,4,,,,2,10,10,18,7,4,1,3,3,6,10,,,1,,13,5,13,,,,,,,3,,9,9,21,12,7,19,,,5,,,,,,,2,2,2,,3,,,,,3,1,1,,,2,,,,,,,,,,,4,4,4,4,6,8,,,,,,,,
96401,full_production_agent,1,550,22,22,13,44400.0,44400.0,3,1,44,0,0,0,0,0,0,0,0,0,0,0,,1,1,,,2,,,,2,10,10,18,5,4,1,3,3,6,10,,1,3,,13,5,13,,,,,,,3,,9,9,21,12,7,19,,,5,,,,,,,2,2,2,,3,,,,,3,1,1,,,2,,,,,,,,,,,4,4,4,4,6,8,,,,,,,,
96401,full_production_agent,1,551,22,23,13,44400.0,44400.0,1,1,44,0,0,0,0,0,0,0,0,0,0,0,,,2,,,1,,,,2,10,10,18,3,4,,3,3,6,9,,1,6,,13,5,13,,,,,,,3,,9,9,21,12,7,19,,,5,,,,,,,2,2,2,,3,,,,,3,1,1,,,2,,,,,,,,,,,4,4,4,4,6,8,,,,,,,,
96401,full_production_agent,1,552,23,0,1,44400.0,44257.0,,1,52,0,0,6,0,0,5,8,13,0,0,0,,1,,,,,,,,,10,10,18,17,4,7,3,3,6,,,,,,,10,18,,,,,,,21,,9,9,21,12,7,19,,,,,,,,,,2,2,2,,3,,,,,3,4,1,2,2,2,,,,,,,,,,,10,16,10,16,,,,1,2,1,2,,,
96401,full_production_agent,1,553,23,1,11,44257.0,48614.0,2,1,52,0,0,6,0,0,5,8,13,0,0,0,,2,2,,4,,,,,1,10,10,18,17,4,7,3,3,6,,,,,,,10,18,,,,,,,20,,9,9,21,11,7,19,,,,,,,,,,2,2,2,,3,,,,,3,4,1,2,2,2,,,,,,,,,,,10,16,10,16,,,1,1,2,1,2,,,
96401,full_production_agent,1,554,23,2,13,48614.0,48240.0,3,1,33,0,0,0,0,0,0,3,2,0,0,0,,8,2,,,,,,,,10,10,18,17,4,7,3,3,6,11,,,,,,10,18,,,,,,,19,,9,9,21,11,7,19,,,,,,,,,,2,2,2,,3,,,,,3,4,1,2,2,2,,,,,,,,,,,10,16,10,16,,,1,1,2,1,2,,,
96401,full_production_agent,1,555,23,3,13,48240.0,48240.0,1,1,44,0,0,0,0,0,0,3,2,0,0,0,,4,2,,1,,,,,2,10,10,18,17,4,7,3,3,6,11,,,,2,,10,18,,1,,,,,19,,9,9,21,11,7,19,,,,,,,,,,2,2,2,,3,,,,,3,4,1,2,2,2,,,,,,,,,,,10,16,10,16,,,1,1,2,1,2,,,
96401,full_production_agent,1,556,23,4,13,48240.0,48240.0,1,1,44,0,0,0,0,0,0,3,1,0,0,0,,4,4,,,,,,,1,10,10,18,15,4,7,3,3,7,11,2,1,,,3,10,18,,,,,,,19,,9,9,21,11,7,19,,,,,,,,,,2,2,3,,3,,,,,3,4,1,2,3,2,,,,,,,,,,,9,14,9,14,2,,1,1,2,1,2,,,
96401,full_production_agent,1,557,23,5,13,48240.0,48683.0,1,1,44,0,0,0,0,0,0,3,1,0,0,0,,4,3,,,1,,,,2,10,10,18,14,4,6,3,3,8,10,,,,2,3,10,18,,,,,,,19,,9,9,21,11,7,19,,,,,,,,,,2,2,3,,3,,,,,3,4,1,2,3,2,,,,,,,,,,,9,14,9,14,2,,1,1,2,1,2,,,
96401,full_production_agent,1,558,23,6,13,48683.0,48683.0,3,1,44,0,0,0,0,0,0,0,1,0,0,0,,1,2,,,,,,,1,10,10,19,13,4,6,3,3,8,10,1,1,,1,5,10,19,,3,,,,,18,,9,9,21,11,7,19,,,,,,,,,,2,2,3,,3,,,,,3,4,1,2,3,2,,,,,,,,,,,9,14,9,14,2,,1,1,2,1,2,,,
96401,full_production_agent,1,559,23,7,13,48683.0,48673.0,3,2,44,0,0,0,0,0,0,0,1,0,0,0,,3,1,,,,,,,1,9,9,15,13,4,6,3,3,8,13,1,2,,1,6,9,15,,1,,,,,17,,9,9,21,11,7,19,,,3,,,,,,,2,2,3,,3,,,,,3,3,1,2,3,2,,,,,,,,,,,9,14,9,14,2,3,1,1,2,1,2,,,
96401,full_production_agent,1,560,23,8,13,48673.0,48673.0,4,2,44,0,0,0,0,0,0,0,1,0,0,0,,,4,,,,,,,2,9,9,15,13,4,4,3,3,8,11,1,,,1,7,9,15,,1,,,,,16,,9,9,22,11,7,20,,,3,,,,,,,2,2,3,,3,,,,,3,3,1,2,3,2,,,,,,,,,,,8,12,8,12,4,3,1,1,2,1,2,,,
96401,full_production_agent,1,561,23,9,13,48673.0,48663.0,2,2,44,0,0,0,0,0,0,0,1,0,0,0,,3,2,,,1,1,,,3,9,9,16,11,4,4,3,3,9,15,,,,,8,9,16,,1,1,,,,16,,8,8,18,11,6,16,,,3,,,,,,,2,2,3,,3,,,,,3,3,1,2,3,2,,,,,,,,,,,8,12,8,12,4,3,1,1,2,1,2,,,
96401,full_production_agent,1,562,23,10,13,48663.0,48653.0,1,3,44,0,0,0,0,0,0,0,1,0,0,0,,3,2,,,,1,,,2,8,8,12,11,4,4,3,3,9,19,,1,,2,8,8,12,,1,,,,,14,,9,9,21,11,6,18,,,3,,,,,,,2,2,3,,3,,,,,3,3,1,2,3,2,,,,,,,,,,,8,12,8,12,4,3,1,1,2,1,2,,,
96401,full_production_agent,1,563,23,11,13,48653.0,48643.0,,2,44,0,0,0,0,0,0,0,1,0,0,0,,3,1,,,,1,,,5,9,9,14,11,4,3,3,3,9,22,,,,1,10,8,13,,2,1,,,,13,,8,8,17,11,5,14,,,3,,,,,,,2,2,3,,3,,,,,3,3,1,2,3,2,,,,,,,,,,,8,12,8,12,4,3,1,1,2,1,2,,,
96401,full_production_agent,1,564,23,12,13,48643.0,48633.0,1,3,44,0,0,0,0,0,0,0,1,0,0,0,,3,2,,,1,1,,,1,8,8,10,9,4,3,3,3,9,26,1,,,1,11,7,9,,2,,,,,11,,9,9,19,11,5,15,,,5,,,,,,,2,2,4,,3,,,,,3,3,1,2,4,2,,,,,,,,,,,8,12,8,12,4,3,1,1,2,1,2,,,
96401,full_production_agent,1,565,23,13,13,48633.0,48623.0,1,2,44,0,0,0,0,0,0,0,1,0,0,0,,3,1,,,,2,,,5,9,9,11,10,4,3,3,3,9,30,,,,,12,7,9,,1,1,,,,10,,8,8,15,11,4,11,,,5,,,,,,,2,2,4,,3,,,,,3,3,1,2,4,2,,,,,,,,,,,7,10,7,10,6,3,1,1,2,1,2,,,
96401,full_production_agent,1,566,23,14,13,48623.0,48623.0,,1,44,0,0,0,0,0,0,0,1,0,0,0,,3,1,,,4,,,,3,10,10,14,8,4,3,3,3,9,30,,1,,,12,7,11,,1,,,,,9,,9,9,17,11,4,12,,,8,,,,,,,2,2,4,,3,,,,,3,3,1,2,4,2,,,,,,,,,,,7,10,7,10,6,3,1,1,2,1,2,,,
96401,full_production_agent,1,567,23,15,13,48623.0,48623.0,3,1,44,0,0,0,0,0,0,0,1,0,0,0,,1,1,,,4,,,,3,10,10,15,6,4,2,3,3,9,29,1,,,,12,7,12,,,,,,,8,,9,9,17,11,4,12,,,8,,,,,,,2,2,4,,3,,,,,3,3,1,2,4,2,,,,,,,,,,,6,8,6,8,8,3,1,1,2,1,2,,,
96401,full_production_agent,1,568,23,16,13,48623.0,48623.0,2,1,44,0,0,0,0,0,0,0,1,0,0,0,,1,1,,,2,,,,,10,10,15,5,4,2,3,3,9,29,1,3,,,12,7,12,,3,,,,,6,,9,9,19,11,4,14,,,8,,,,,,,2,2,4,,3,,,,,3,3,1,2,4,2,,,,,,,,,,,6,8,6,8,8,3,1,1,2,1,2,,,
96401,full_production_agent,1,569,23,17,13,48623.0,48603.0,1,1,44,0,0,0,0,0,0,0,1,0,0,0,,3,2,,,1,1,,,1,10,10,15,5,4,,3,3,9,34,2,1,,,12,7,12,,1,2,,,,6,,7,7,11,11,2,6,,,8,,,,,,,2,2,4,,3,,,,,3,2,1,2,4,2,,,,,,,,,,,5,6,5,6,10,3,1,1,2,1,2,,,
96401,full_production_agent,1,570,23,18,13,48603.0,48603.0,,1,44,0,0,0,0,0,0,0,1,0,0,0,,6,3,,,,,,,3,10,10,16,4,4,,3,3,9,33,,,,,12,7,13,,,1,,,,7,,8,8,12,11,2,6,,,8,,,,,,,2,2,4,1,3,,,,,3,1,1,2,4,2,,,,,,,,,,,4,4,4,4,12,3,1,1,2,1,2,,,
96401,full_production_agent,1,571,23,19,13,48603.0,48679.0,,1,44,0,0,0,0,0,0,0,1,0,0,0,,5,2,,,2,,,,2,10,10,16,4,4,,3,3,9,33,,1,1,,11,7,13,,,1,,,,4,,8,8,12,11,2,6,,,8,,,,,,,2,2,4,,3,,,,,3,1,1,2,4,2,,,,,,,,,,,4,4,4,4,12,3,1,1,2,1,2,,,
96401,full_production_agent,1,572,23,20,13,48679.0,48679.0,,1,44,0,0,0,0,0,0,0,0,0,0,0,,2,1,,,1,,,,4,10,10,17,3,4,,3,3,9,32,,,4,,11,7,14,,,1,,,,3,,8,8,12,11,2,6,,,8,,,,,,,2,2,4,,3,,,,,3,,1,2,4,2,,,,,,,,,,1,4,4,4,4,12,3,1,1,2,1,2,,,
96401,full_production_agent,1,573,23,21,13,48679.0,48669.0,1,1,44,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,,,,1,10,10,18,1,4,,3,3,9,32,,,10,,11,7,15,,,2,,,,1,,8,8,12,11,2,6,,,8,,,,,,,2,2,4,,3,,,,,3,,1,2,4,2,,,,,,,,,,,4,4,4,4,12,3,,1,2,1,2,,,
96401,full_production_agent,1,574,23,22,13,48669.0,48669.0,1,1,44,0,0,0,0,0,0,0,0,0,0,0,,,,,,11,,,,,10,10,19,,4,,3,3,9,32,,,,,11,7,16,,1,2,,,,1,,8,8,12,11,2,6,,,8,,,,,,,2,2,4,,3,,,,,3,,1,2,4,2,,,,,,,,,,,4,4,4,4,12,3,,1,2,1,2,,,
96401,full_production_agent,1,575,23,23,13,48669.0,48844.0,2,1,44,0,0,0,0,0,0,0,0,0,0,0,,,,,,10,,,1,,10,10,19,,4,,3,3,9,32,,,,,11,7,16,,,2,,,,1,,8,8,12,11,2,6,,,8,,,,,,,2,2,4,,3,,,,,3,,1,2,4,2,,,,,,,,,,,4,4,4,4,14,3,,,,,,,,
96401,full_production_agent,1,576,24,0,1,48844.0,54735.0,,1,67,0,0,12,0,0,8,3,10,0,0,0,,,1,,,,,,,,10,10,19,17,4,7,3,3,9,,,,,,,7,16,,,2,,,,19,,8,8,12,11,4,8,,,,,,,1,5,,2,2,4,,3,,,,,3,4,1,2,4,2,,,,,,,,,,,5,11,5,11,,,,1,2,1,2,,,
96401,full_production_agent,1,577,24,1,4,54735.0,54962.0,,1,44,0,0,1,0,0,0,0,10,0,0,0,,1,1,,2,,,,,,10,10,19,17,4,7,3,3,9,,,,,,,7,16,,,2,,,,17,,8,8,12,9,4,8,,,,,,,1,5,,2,2,4,,3,,,,,3,4,1,2,4,2,,,,,,,,,,,5,11,5,11,,,2,1,2,1,2,,,
96401,full_production_agent,1,578,24,2,13,54962.0,54758.0,,1,38,0,0,1,0,0,0,0,2,0,0,0,,8,1,,3,,,,,1,10,10,19,17,4,7,3,3,9,6,,,,,,7,16,,,2,,,,17,,8,8,12,9,4,8,,,,,,,1,5,,2,2,4,,3,,,,,3,4,1,2,4,2,,,,,,,,,,,5,11,5,11,,,2,1,2,1,2,,,
96401,full_production_agent,1,579,24,3,13,54758.0,54584.0,1,1,39,0,0,1,0,0,0,0,0,0,0,0,,7,3,,,,,,,,10,10,19,16,4,7,3,3,10,11,,,,1,2,7,16,,,2,,,,17,,8,8,12,9,4,8,,,,,,,1,5,,2,2,4,1,3,,,,,3,4,1,2,4,2,,,,,,,,,,,5,11,5,11,,,2,1,2,1,2,,,
96401,full_production_agent,1,580,24,4,13,54584.0,54584.0,2,1,44,0,0,1,0,0,0,0,0,0,0,0,,2,3,,,,,,,2,10,10,19,16,4,7,3,3,10,11,1,1,,2,2,7,16,,,2,,,,17,,8,8,12,9,4,8,,,,,,,1,5,,2,2,4,,3,,,,,3,4,1,2,4,2,,,,,,,,,,,5,11,5,11,,,2,1,2,1,2,,,
96401,full_production_agent,1,581,24,5,13,54584.0,54856.0,1,1,44,0,0,1,0,0,0,0,0,0,0,0,,4,3,,,,,,,,10,10,19,16,4,7,3,3,10,10,1,1,,2,4,7,16,,1,2,,,,15,,8,8,12,9,4,8,,,,,,,1,5,,2,2,4,,3,,,,,3,3,1,2,4,2,,,,,,,,,,,5,11,5,11,,,2,1,2,1,2,,,
96401,full_production_agent,1,582,24,6,13,54856.0,54856.0,2,1,44,0,0,0,0,0,0,0,0,0,0,0,,4,1,,,1,,,,,10,10,19,16,4,6,3,3,10,9,1,1,,1,6,7,16,,2,2,,,,15,,8,8,12,9,4,8,,,3,,,,1,5,,2,2,4,,3,,,,,3,3,1,2,4,2,,,,,,,,,,,5,11,5,11,,,2,1,2,1,2,,,
96401,full_production_agent,1,583,24,7,13,54856.0,54856.0,3,1,44,0,0,0,0,0,0,0,0,0,0,0,,2,4,,,1,,,,,10,10,19,16,4,6,3,3,10,8,2,,,1,7,7,16,,,2,,,,15,,8,8,12,9,4,8,,,6,,,,1,5,,2,2,4,,3,,,,,3,2,1,2,4,2,,,,,,,,,,,4,9,4,9,2,,2,1,2,1,2,,,
96401,full_production_agent,1,584,24,8,13,54856.0,54856.0,3,1,44,0,0,0,0,0,0,0,0,0,0,0,,2,2,,,,1,,,2,10,10,19,16,4,6,3,3,10,8,1,1,,,8,7,16,,1,2,,,,15,,8,8,12,9,4,8,,,6,,,,1,5,,2,2,4,,3,,,,,3,2,1,2,4,2,,,,,,,,,,,4,9,4,9,2,,2,1,2,1,2,,,
96401,full_production_agent,1,585,24,9,13,54856.0,54856.0,2,1,44,0,0,0,0,0,0,0,0,0,0,0,,3,3,,,,,,,3,10,10,19,16,4,5,3,3,10,7,,,,1,8,7,16,,1,1,,,,14,,9,9,14,9,4,9,,,6,,,,1,5,,2,2,4,,3,,,,,3,2,1,2,4,2,,,,,,,,,,,4,9,4,9,2,3,2,1,2,1,2,,,
96401,full_production_agent,1,586,24,10,13,54856.0,54846.0,3,1,44,0,0,0,0,0,0,0,0,0,0,0,,2,5,,,,1,,,1,10,10,19,15,4,5,3,3,11,11,,1,,,9,7,16,,,2,,,,12,,8,8,11,9,3,6,,,6,,,,1,5,,2,2,4,,3,,,,,3,2,1,2,4,2,,,,,,,,,,,4,9,4,9,2,3,2,1,2,1,2,,,
96401,full_production_agent,1,587,24,11,13,54846.0,54846.0,2,1,44,0,0,0,0,0,0,0,0,0,0,0,,,2,,,1,,,,6,10,10,19,15,4,5,3,3,11,10,,,,1,9,7,16,,1,1,,,,12,,9,9,12,9,3,6,,,6,,,,1,5,,2,2,4,,3,,,,,3,1,1,2,4,2,,,,,,,,,,,4,9,4,9,2,3,2,1,2,1,2,,,
96401,full_production_agent,1,588,24,12,13,54846.0,54846.0,1,1,44,0,0,0,0,0,0,0,0,0,0,0,,,4,,,2,,,,1,10,10,21,12,4,5,3,3,11,10,1,,,,10,7,18,,4,1,,,,9,,9,9,13,9,3,7,,,6,,,,1,5,,2,2,5,,3,,,,,3,1,1,2,5,2,,,,,,,,,,,3,6,3,6,5,3,2,1,2,1,2,,,
96401,full_production_agent,1,589,24,13,13,54846.0,54806.0,1,4,44,0,0,0,0,0,0,0,0,0,0,0,,1,3,,,3,2,,,1,8,8,13,11,4,5,3,3,11,22,,,,,10,5,10,,2,2,,,,9,,8,8,9,9,2,3,,,6,3,,,1,5,,1,1,3,,3,,,,,3,1,1,1,3,2,,,,,,,,,,,3,6,3,6,5,3,2,1,2,1,2,,,
96401,full_production_agent,1,590,24,14,13,54806.0,54796.0,1,4,44,0,0,0,0,0,0,0,0,0,0,0,,2,2,,,2,1,,,4,9,9,14,12,4,5,3,3,11,22,1,,,,10,5,10,,,1,,,,9,,9,9,10,9,2,3,,,6,6,,,1,5,,,,,,3,,,,,3,1,1,,,2,,,,,,,,,,,2,3,2,3,8,3,2,1,2,1,2,,,
96401,full_production_agent,1,591,24,15,13,54796.0,54796.0,2,3,44,0,0,0,0,0,0,0,0,0,0,0,,3,,,,4,1,,,1,10,10,16,11,4,5,3,3,11,22,,,,,10,5,11,,1,1,,,,7,,9,9,11,9,2,4,,,6,6,,,1,5,,,,,1,3,,,,,3,1,1,,,2,,,,,,,,,,,2,3,2,3,8,3,2,1,2,1,2,,,
96401,full_production_agent,1,592,24,16,13,54796.0,54796.0,4,3,44,0,0,0,0,0,0,0,0,0,0,0,,2,1,,,1,2,,,3,10,10,16,10,4,5,3,3,11,22,,,,,9,5,11,,,,,,,8,,10,10,12,9,2,4,,,6,6,,,1,5,,,,,,3,,,,,3,1,1,,,2,,,,,,,,,,,1,1,1,1,10,3,2,1,2,1,2,,,
96401,full_production_agent,1,593,24,17,13,54796.0,54796.0,4,1,44,0,0,0,0,0,0,0,0,0,0,0,,5,,,,,,,,2,12,12,18,12,4,5,3,3,11,22,,,,,9,5,11,,,,,,,5,,10,10,12,9,2,4,,,6,6,,,1,5,,,,,2,3,,,,,3,1,1,,,2,,,,,,,,,,,1,1,1,1,10,3,2,1,2,1,2,,,
96401,full_production_agent,1,594,24,18,13,54796.0,54796.0,4,1,44,0,0,0,0,0,0,0,0,0,0,0,,4,2,,,,,,,,12,12,18,10,4,5,3,3,11,22,,1,,1,7,5,11,,,,,,,5,,10,10,12,9,2,4,,,6,6,,,1,5,,,,,,3,,,,,3,1,1,,,2,,,,,,,,,,1,1,1,1,1,10,3,2,1,2,1,2,,,
96401,full_production_agent,1,595,24,19,13,54796.0,54786.0,3,1,44,0,0,0,0,0,0,0,0,0,0,0,,2,,,,1,,,,2,12,12,18,10,4,5,3,3,11,21,1,4,,,8,5,11,,,1,,,,5,,10,10,12,9,2,4,,,6,6,,,1,5,,,,,,3,,,,,3,,1,,,2,,,,,,,,,,,1,1,1,1,10,3,1,1,2,1,2,,,
96401,full_production_agent,1,596,24,20,13,54786.0,54786.0,5,1,44,0,0,0,0,0,0,0,0,0,0,0,,4,,,,1,,,,1,12,12,19,8,4,1,3,3,12,17,,,,1,8,5,12,,1,1,,,,5,,10,10,12,9,2,4,,,6,6,,,1,6,,,,,,3,,,,,3,,1,,,2,,,,,,,,,,,1,1,1,1,10,3,1,1,2,1,2,,,
96401,full_production_agent,1,597,24,21,13,54786.0,54776.0,6,2,44,0,0,0,0,0,0,0,0,0,0,0,,4,,,,,,,,1,12,12,19,8,4,1,2,2,6,17,,1,,,9,5,12,,1,1,,,,4,,10,10,12,9,2,4,,,6,6,,,,,6,,,,,3,,,,,3,,1,,,2,,,,,,,,,,,1,1,1,1,10,3,1,1,2,1,2,,,
96401,full_production_agent,1,598,24,22,13,54776.0,54776.0,2,2,44,0,0,0,0,0,0,0,0,0,0,0,,,1,,,9,,,,1,12,12,19,7,4,,2,2,6,16,,,,,9,5,12,,,1,,,,4,,10,10,12,9,2,4,,,6,6,,,,,6,,,,,3,,,,,3,,1,,,2,,,,,,,,,,,1,1,1,1,10,5,1,1,2,1,2,,,
96401,full_production_agent,1,599,24,23,13,54776.0,54920.0,2,2,44,0,0,0,0,0,0,0,0,0,0,0,,,1,,,9,,,1,,12,12,20,6,4,,2,2,6,16,,,,,9,5,13,,,1,,,,4,,10,10,12,9,2,4,,,6,6,,,,,6,,,,,3,,,,,3,,1,,,2,,,,,,,,,,,1,1,1,1,10,5,1,1,2,1,2,,,
96401,full_production_agent,1,600,25,0,1,54920.0,61537.0,,2,56,6,0,10,6,0,6,5,9,0,0,0,,1,,,,,,,,,12,12,20,16,4,7,2,2,6,,,,,,,8,16,,,1,,,,19,,10,10,12,9,6,8,,,,,,,,,,,,,,3,,,,,3,4,1,,,2,,,,,,,,,,,5,11,5,11,,,1,2,3,2,3,,,
96401,full_production_agent,1,601,25,1,4,61537.0,61679.0,,2,44,0,0,0,0,0,0,2,9,0,0,0,,4,,,,,,,,,12,12,20,16,4,7,2,2,6,,,,,,,8,16,,,1,,,,18,,10,10,12,8,6,8,,,,,,,,,,,,,,3,,,,,3,4,1,,,2,,,,,,,,,,,5,11,5,11,,,2,2,3,2,3,,,
96401,full_production_agent,1,602,25,2,13,61679.0,61679.0,,2,44,0,0,0,0,0,0,2,2,0,0,0,,11,,,2,,,,,,12,12,20,16,4,7,2,2,6,,,,,,,8,16,,,1,,,,18,,10,10,12,8,6,8,,,,,,,,,,,,,,3,,,,,3,4,1,,,2,,,,,,,,,,,5,11,5,11,,,2,2,3,2,3,,,
96401,full_production_agent,1,603,25,3,13,61679.0,61500.0,,2,39,0,0,0,0,0,0,2,2,0,0,0,,11,,,2,,,,,,12,12,20,16,4,7,2,2,6,5,,,,,,8,16,,,1,,,,18,,10,10,12,8,6,8,,,,,,,,,,,,,,3,,,,,3,4,1,,,2,,,,,,,,,,,5,11,5,11,,,2,2,3,2,3,,,
96401,full_production_agent,1,604,25,4,13,61500.0,61284.0,4,2,38,0,0,0,0,0,0,2,2,0,0,0,,6,1,,,,,,,2,12,12,20,16,4,7,2,2,6,11,,,,,,8,16,,,1,,,,18,,10,10,12,8,6,8,,,,,,,,,,,,,,3,,,,,3,4,1,,,2,,,,,,,,,,,5,11,5,11,,,2,2,3,2,3,,,
96401,full_production_agent,1,605,25,5,13,61284.0,61530.0,6,2,44,0,0,0,0,0,0,2,2,0,0,0,,,3,,,1,,,,2,12,12,20,16,4,7,2,2,6,11,,1,,,,8,16,,,1,,,,16,,10,10,12,8,6,8,,,,,,,,,,,,,,3,,,,,3,4,1,,,2,,,,,,,,,,,5,11,5,11,,,2,2,3,2,3,,,
96401,full_production_agent,1,606,25,6,13,61530.0,61530.0,3,2,44,0,0,0,0,0,0,0,2,0,0,0,,,3,,,1,,,,2,12,12,22,14,4,6,2,2,6,10,,2,,2,,8,18,,,1,,,,16,,10,10,12,8,6,8,,,,,,,,,,,,,,3,,,,,3,4,1,,,2,,,,,,,,,,,5,11,5,11,,,2,2,3,2,3,,,
96401,full_production_agent,1,607,25,7,13,61530.0,61530.0,2,2,44,0,0,0,0,0,0,0,2,0,0,0,,,4,,,1,,,,3,12,12,22,13,4,4,2,2,6,8,,,,1,2,8,18,,2,1,,,,15,,10,10,13,8,6,9,,,,,,,,,,,,,,3,,,,,3,4,1,,,2,,,,,,,,,,,5,11,5,11,,,2,2,3,2,3,,,
96401,full_production_agent,1,608,25,8,13,61530.0,61530.0,1,2,44,0,0,0,0,0,0,0,2,0,0,0,,,2,,,1,,,,2,12,12,24,11,4,4,2,2,6,8,2,,,1,3,8,20,,4,1,,,,14,,10,10,13,8,6,9,,,,,,,,,,,,,,3,,,,,3,4,1,,,2,,,,,,,,,,,5,11,5,11,,8,2,2,3,2,3,,,
96401,full_production_agent,1,609,25,9,13,61530.0,61510.0,,4,44,0,0,0,0,0,0,0,2,0,0,0,,1,3,,,,2,,,1,10,10,19,10,4,4,2,2,6,14,2,2,,1,4,6,15,,1,1,,,,13,,10,10,14,8,6,10,,,3,,,,,,,,,,,3,,,,,3,4,1,,,2,,,,,,,,,,,4,8,4,8,3,8,2,2,3,2,3,,,
96401,full_production_agent,1,610,25,10,13,61510.0,61500.0,1,3,44,0,0,0,0,0,0,0,2,0,0,0,,3,2,,,1,1,,,3,11,11,18,11,4,4,2,2,6,16,1,,,1,5,5,12,,,1,,,,13,,10,10,14,8,6,10,,,3,,,,,,,,,,,3,,,,,3,2,1,,,2,,,,,,,,,,,4,8,4,8,3,8,2,2,3,2,3,,,
96401,full_production_agent,1,611,25,11,13,61500.0,61500.0,2,2,44,0,0,0,0,0,0,0,2,0,0,0,,2,,,,3,,,,3,12,12,19,10,4,4,2,2,6,16,,,,1,6,5,12,,2,1,,,,12,,10,10,15,8,6,11,,,3,,,,,,,,,,,3,,,,,3,2,1,,,2,,,,,,,,,,,4,8,4,8,3,8,2,2,3,2,3,,,
